The	O
Life	O
and	O
Adventures	O
of	O
Robinson	O
Crusoe	O
By	O
Daniel	O
Defoe	O
*	O
*	O
*	O
*	O
*	O
_	O
With	O
Illustrations	O
by	O
H.	O
M.	O
Brock	O
_	O
*	O
*	O
*	O
*	O
*	O
London	O
Seeley	O
,	O
Service	O
&	O
Co.	O
Limited	O
38	O
Great	O
Russell	O
Street	O
CHAPTER	O
I	O
--	O
START	O
IN	O
LIFE	O
I	O
was	O
born	O
in	O
the	O
year	O
1632	O
,	O
in	O
the	O
city	O
of	O
York	PNM
,	O
of	O
a	O
good	O
family	O
,	O
though	O
not	O
of	O
that	O
country	O
,	O
my	O
father	O
being	O
a	O
foreigner	O
of	O
Bremen	PNM
,	O
who	O
settled	O
first	O
at	O
Hull	PNM
.	O

He	O
got	O
a	O
good	O
estate	O
by	O
merchandise	O
,	O
and	O
leaving	O
off	O
his	O
trade	O
,	O
lived	O
afterwards	O
at	O
York	PNM
,	O
from	O
whence	O
he	O
had	O
married	O
my	O
mother	O
,	O
whose	O
relations	O
were	O
named	O
Robinson	O
,	O
a	O
very	O
good	O
family	O
in	O
that	O
country	O
,	O
and	O
from	O
whom	O
I	O
was	O
called	O
Robinson	PNM
Kreutznaer	PNM
;	O
but	O
,	O
by	O
the	O
usual	O
corruption	O
of	O
words	O
in	O
England	PNM
,	O
we	O
are	O
now	O
called	O
--	O
nay	O
we	O
call	O
ourselves	O
and	O
write	O
our	O
name	O
--	O
Crusoe	O
;	O
and	O
so	O
my	O
companions	O
always	O
called	O
me	O
.	O

I	O
had	O
two	O
elder	O
brothers	O
,	O
one	O
of	O
whom	O
was	O
lieutenant-colonel	O
to	O
an	O
English	O
regiment	O
of	O
foot	O
in	O
Flanders	O
,	O
formerly	O
commanded	O
by	O
the	O
famous	O
Colonel	O
Lockhart	O
,	O
and	O
was	O
killed	O
at	O
the	O
battle	O
near	O
Dunkirk	PNM
against	O
the	O
Spaniards	O
.	O

What	O
became	O
of	O
my	O
second	O
brother	O
I	O
never	O
knew	O
,	O
any	O
more	O
than	O
my	O
father	O
or	O
mother	O
knew	O
what	O
became	O
of	O
me	O
.	O

Being	O
the	O
third	O
son	O
of	O
the	O
family	O
and	O
not	O
bred	O
to	O
any	O
trade	O
,	O
my	O
head	O
began	O
to	O
be	O
filled	O
very	O
early	O
with	O
rambling	O
thoughts	O
.	O

My	O
father	O
,	O
who	O
was	O
very	O
ancient	O
,	O
had	O
given	O
me	O
a	O
competent	O
share	O
of	O
learning	O
,	O
as	O
far	O
as	O
