CAPTAIN	O
SINGLETON	O
By	O
Daniel	O
Defoe	O
With	O
An	O
Introduction	O
By	O
Edward	O
Garnett	O
-LSB-	O
Transcriber	O
's	O
Note	O
:	O
In	O
the	O
print	O
copy	O
,	O
the	O
following	O
words	O
and	O
those	O
of	O
the	O
title	O
page	O
are	O
written	O
in	O
intricate	O
,	O
illuminated	O
calligraphy	O
.	O
-RSB-	O

A	O
TALE	O
WHICH	O
HOLDETH	O
CHILDREN	O
FROM	O
PLAY	O
AND	O
OLD	O
MEN	O
FROM	O
THE	O
CHIMNEY	O
CORNER	O
SIR	O
PHILIP	O
SIDNEY	O
THE	O
LIFE	O
ADVENTURES	O
AND	O
PIRACIES	O
OF	O
THE	O
FAMOUS	O
CAPTAIN	O
SINGLETON	O
PREFACE	O
That	O
all	O
Defoe	O
's	O
novels	O
,	O
with	O
the	O
exception	O
of	O
``	O
Robinson	O
Crusoe	O
,	O
''	O
should	O
have	O
been	O
covered	O
with	O
the	O
dust	O
of	O
neglect	O
for	O
many	O
generations	O
,	O
is	O
a	O
plain	O
proof	O
of	O
how	O
much	O
fashions	O
in	O
taste	O
affect	O
the	O
popularity	O
of	O
the	O
British	O
classics	O
.	O

It	O
is	O
true	O
that	O
three	O
generations	O
or	O
so	O
ago	O
,	O
Defoe	O
's	O
works	O
were	O
edited	O
by	O
both	O
Sir	O
Walter	O
Scott	O
and	O
Hazlitt	O
,	O
and	O
that	O
this	O
masterly	O
piece	O
of	O
realism	O
,	O
``	O
Captain	O
Singleton	O
,	O
''	O
was	O
reprinted	O
a	O
few	O
years	O
back	O
in	O
``	O
The	O
Camelot	O
Classics	O
,	O
''	O
but	O
it	O
is	O
safe	O
to	O
say	O
that	O
out	O
of	O
every	O
thousand	O
readers	O
of	O
``	O
Robinson	O
Crusoe	O
''	O
only	O
one	O
or	O
two	O
will	O
have	O
even	O
heard	O
of	O
the	O
``	O
Memoirs	O
of	O
a	O
Cavalier	O
,	O
''	O
``	O
Colonel	O
Jack	O
,	O
''	O
``	O
Moll	O
Flanders	O
,	O
''	O
or	O
``	O
Captain	O
Singleton	O
.	O
''	O

It	O
is	O
indeed	O
distressing	O
to	O
think	O
that	O
while	O
many	O
scores	O
of	O
thousands	O
of	O
copies	O
of	O
Lord	O
Lytton	O
's	O
flashy	O
romance	O
,	O
``	O
Paul	O
Clifford	O
,	O
''	O
have	O
been	O
devoured	O
by	O
the	O
public	O
,	O
``	O
Captain	O
Singleton	O
''	O
has	O
remained	O
unread	O
and	O
almost	O
forgotten	O
.	O

But	O
the	O
explanation	O
is	O
simple	O
.	O

Defoe	O
's	O
plain	O
and	O
homely	O
realism	O
soon	O
grew	O
to	O
be	O
thought	O
vulgar	O
by	O
people	O
who	O
themselves	O
aspired	O
to	O
be	O
refined	O
and	O
genteel	O
.	O

The	O
rapid	O
spread	O
of	O
popular	O
education	O
,	O
in	O
the	O
middle	O
of	O
last	O
century	O
,	O
was	O
responsible	O
for	O
a	O
great	O
many	O
aberrations	O
of	O
taste	O
,	O
and	O
the	O
works	O
of	O
the	O
two	O
most	O
English	O
of	O
Englishmen	O
,	O
Defoe	O
and	O
Hogarth	O
,	O
were	O
judged	O
to	O
be	O
hardly	O
fitting	O
for	O
polite	O
society	O
,	O
as	O
we	O
may	O
see	O
from	O
Lamb	PNM
's	PNM
Essay	PNM
on	O
Hogarth	O
,	O
and	O
from	O
an	O
early	O
edition	O
of	O
Chambers	O
's	O
``	O
Cyclopaedia	O
of	O
English	O
Literature	O
''	O
-LRB-	O
1843	O
-RRB-	O
,	O
where	O
we	O
are	O
told	O
:	O
``	O
Nor	O
is	O
it	O
needful	O
to	O
show	O
how	O
elegant	O
and	O
reflective	O
literature	O
,	O
especially	O
,	O
tends	O
to	O
moralise	O
,	O
to	O
soften	O
,	O
and	O
to	O
adorn	O
the	O
soul	O
and	O
life	O
of	O
man	O
.	O
''	O

``	O
Unfortunately	O
the	O
taste	O
or	O
_	O
circumstances	O
of	O
Defoe	O
led	O
him	O
mostly	O
into	O
low	O
life	O
_	O
,	O
and	O
his	O
characters	O
are	O
such	O
_	O
as	O
we	O
can	O
not	O
sympathise	O
with	O
_	O
.	O

The	O
whole	O
arcana	O
of	O
roguery	O
and	O
villany	O
seems	O
to	O
have	O
been	O
open	O
to	O
him	O
...	O
.	O

It	O
might	O
be	O
thought	O
that	O
the	O
good	O
taste	O
which	O
led	O
Defoe	O
to	O
write	O
in	O
a	O
style	O
of	O
such	O
pure	O
and	O
unpretending	O
English	O
,	O
instead	O
of	O
the	O
inflated	O
manner	O
of	O
vulgar	O
writers	O
,	O
_	O
would	O
have	O
dictated	O
a	O
more	O
careful	O
selection	O
of	O
his	O
subjects	O
_	O
,	O
and	O
kept	O
him	O
from	O
wandering	O
so	O
frequently	O
into	O
the	O
low	O
and	O
disgusting	O
purlieus	O
of	O
vice	O
.	O

But	O
this	O
moral	O
and	O
tasteful	O
discrimination	O
seems	O
to	O
have	O
been	O
wholly	O
wanting	O
,	O
''	O
&	O
c	O
.	O

The	O
`	O
forties	O
were	O
the	O
days	O
when	O
critics	O
still	O
talked	O
learnedly	O
of	O
the	O
``	O
noble	O
style	O
,	O
''	O
&	O
c.	O
,	O
``	O
the	O
vulgar	O
,	O
''	O
of	O
``	O
sinking	O
''	O
or	O
``	O
rising	O
''	O
with	O
``	O
the	O
subject	O
,	O
''	O
the	O
days	O
when	O
Books	O
of	O
Beauty	O
were	O
in	O
fashion	O
,	O
and	O
Rembrandt	O
's	O
choice	O
of	O
beggars	O
,	O
wrinkled	O
faces	O
and	O
grey	O
hairs	O
,	O
for	O
his	O
favourite	O
subjects	O
seemed	O
a	O
low	O
and	O
reprehensible	O
taste	O
in	O
``	O
high	O
art	O
.	O
''	O

Though	O
critics	O
to-day	O
still	O
ingenuously	O
confound	O
an	O
artist	O
's	O
subject	O
with	O
his	O
treatment	O
of	O
it	O
,	O
and	O
prefer	O
scenes	O
of	O
life	O
to	O
be	O
idealised	O
rather	O
than	O
realised	O
by	O
