176829	O
July	O
1768	O
Week	O
DaysMonth	O
DaysWinds	O
May	O
1768Friday	O
to	O
Friday	O
July	O
27th29NSW	O
Remarkable	O
Occurences	O
on	O
Board	O
His	O
Majestys	O
Bark	O
Endeavour	O
,	O
River	O
Thames	O
-----------------	O
Moderate	O
and	O
fair	O
weather	O
,	O
at	O
11	O
am	O
hoisted	O
the	O
Pendant	O
,	O
and	O
took	O
charge	O
of	O
the	O
Ship	O
agreeable	O
to	O
my	O
Commission	O
of	O
the	O
25	O
.	O

th	O
Instant	O
,	O
She	O
Lying	O
in	O
the	O
Bason	O
in	O
Deptford	O
Yard	O
.	O

From	O
this	O
day	O
to	O
the	O
21st	O
of	O
July	O
we	O
were	O
constantly	O
employed	O
in	O
fitting	O
the	O
Ship	O
,	O
takeing	O
on	O
board	O
stores	O
and	O
Provisions	O
,	O
&	O
ca.the	O
next	O
day	O
when	O
we	O
saild	O
from	O
Deptford	PNM
and	O
anchor	O
'd	O
in	O
Gallions	O
reach	O
,	O
were	O
we	O
remain	O
'd	O
until	O
the	O
30th	O
.	O

The	O
transactions	O
of	O
each	O
day	O
both	O
while	O
we	O
lay	O
here	O
and	O
at	O
Deptford	PNM
,	O
are	O
inserted	O
in	O
the	O
Logg	PNM
Book	PNM
and	O
as	O
they	O
contain	O
nothing	O
but	O
common	O
Occurrences	O
it	O
was	O
thought	O
not	O
necessary	O
to	O
insert	O
them	O
here	O
.	O

7	O
August	O
1768	O
Week	O
DaysMonth	O
DaysWindsMay	O
1768JulytoAugst	O
30	O
7th	O
Saturday	O
July	O
30	O
:	O
thWeigh	O
'd	O
from	O
Gallions	O
with	O
the	O
wind	O
at	O
W.	O
and	O
made	O
sail	O
down	O
the	O
River	O
,	O
the	O
same	O
day	O
anchor	O
'd	O
at	O
Gravesend	PNM
,	O
and	O
the	O
next	O
morning	O
wiegh	O
'd	O
from	O
thence	O
,	O
and	O
at	O
Noon	O
Anchor	O
'd	O
at	O
the	O
Bouy	O
of	O
the	O
Fairway	O
.	O

On	O
Wednesday	O
3rd	O
of	O
Augt	O
in	O
the	O
Downs	O
in	O
9	O
fathom	O
water	O
,	O
Deal	PNM
Castle	PNM
NWBW	O
.	O

On	O
Sunday	O
the	O
7th	O
I	O
Joined	O
the	O
Ship	O
,	O
discharged	O
the	O
Pilot	O
and	O
the	O
next	O
Day	O
sail	O
'd	O
for	O
Plymouth	PNM
.	O

8	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Monday	O
8	O
WBN	O
NW	O
Monday	O
,	O
8th	O
Fresh	O
Breeze	O
at	O
NW	O
and	O
Clowdy	O
weather	O
the	O
most	O
part	O
of	O
these	O
24	O
hours	O
.	O

At	O
10	O
am	O
weigh	O
'd	O
and	O
came	O
to	O
sail	O
.	O

At	O
Noon	O
the	O
south	O
Foreland	O
bore	O
NE1/2	O
N	O
Distant	O
6	O
or	O
7	O
Miles	O
.	O

9	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Tuesday	O
9	O
NW	O
to	O
North	PNM
Gentle	PNM
breeze	O
Northerly	O
and	O
Clowdy	O
weather	O
.	O

At	O
7	O
pm	O
the	O
Tide	O
being	O
against	O
us	O
.	O

Anchor	O
'd	O
in	O
13	O
fathom	O
water	O
,	O
Dungeness	O
SWBW	O
At	O
11	O
AM	O
weigh	O
'd	O
and	O
made	O
Sail	O
down	O
Channell	O
at	O
Noon	O
,	O
Beachey	O
head	O
,	O
NBE1/2	O
E	O
Distant	O
6	O
Leagues	O
,	O
Latd	O
observed	O
50	O
°	O
30	O
'	O
North	O
.	O

10	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Wednesday	O
10	O
WBNNEBE	O
Variable	O
light	O
airs	O
and	O
Clear	O
weather	O
.	O

At	O
8	O
pm	O
Beachey	O
Head	O
NEBE	O
Distant	O
4	O
Leagues	O
and	O
at	O
8	O
am	O
it	O
bore	O
NEBN	O
,	O
9	O
Leagues	O
,	O
found	O
the	O
Variation	O
of	O
the	O
Compass	O
to	O
be	O
23	O
°	O
West	O
.	O

At	O
Noon	O
the	O
Isle	O
of	O
Wight	O
NWBW	O
11	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Thursday	O
11	O
Var	O
`	O
ble	O
Light	O
airs	O
and	O
clear	O
weather	O
.	O

At	O
8	O
pm	O
Dunnose	O
NWBW	O
.	O

5	O
Leagues	O
,	O
and	O
at	O
4	O
am	O
it	O
bore	O
NNE	O
1/2	O
5	O
Distce	O
5	O
Leagues	O
.	O

12	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Friday	O
12	O
Easterly	O
Light	O
airs	O
Eastly	O
orand	O
Calms	O
all	O
these	O
24	O
hours	O
.	O

At	O
Noon	O
the	O
Bill	O
of	O
Portland	PNM
bore	O
NW1/2	O
N	O
Distant	O
3	O
Leagues	O
.	O

Latd	O
Obserd	O
50	O
°	O
24	O
'	O
North	O
.	O

13	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Thursday	O
13	O
Var	O
`	O
ble	O
D.o	O
Weather	O
.	O

At	O
Noon	O
the	O
Start	O
Point	O
West	O
7	O
or	O
Eight	O
Miles	O
,	O
Latd	O
Observ	O
'd	O
50	O
°	O
12	O
'	O
N	O
which	O
must	O
be	O
the	O
Latitude	O
of	O
the	O
Start	O
,	O
as	O
it	O
bore	O
West	O
.	O

14	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Sunday	O
14	O
NEerly	O
Fine	O
breeze	O
at	O
NE	O
and	O
clear	O
weather	O
.	O

At	O
1/2	O
past	O
8	O
pm	O
Anchor	O
'd	O
in	O
the	O
entrance	O
of	O
Plymo	PNM
Sound	PNM
in	O
9	O
fathom	O
water	O
.	O

At	O
4	O
am	O
weigh	O
'd	O
and	O
worked	O
into	O
proper	O
Anchoring	O
ground	O
,	O
and	O
Anchor	O
'd	O
in	O
6	O
fathom	O
the	O
Mewstone	O
SE	O
,	O
Mount	O
Batten	O
NNE1/2	O
E	O
and	O
Draks	PNM
Island	PNM
NBW	O
Dispatched	O
an	O
express	O
to	O
London	PNM
for	O
Mr	O
Banks	O
and	O
Dr	O
Solander	O
to	O
join	O
the	O
ship	O
,	O
their	O
Servants	O
and	O
baggage	O
being	O
already	O
on	O
board	O
.	O

15	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Monday	O
15	O
SW	O
to	O
SE	O
First	O
and	O
latter	O
parts	O
Moderate	O
breeze	O
and	O
fair	O
,	O
Middle	O
squally	O
with	O
heavy	O
showers	O
of	O
rain	O
winds	O
from	O
SW	O
to	O
SE	O
.	O

I	O
this	O
day	O
received	O
an	O
order	O
to	O
augment	O
the	O
Ship	O
's	O
Compney	O
to	O
85	O
Men	O
which	O
before	O
was	O
but	O
70	O
.	O

Reced	O
on	O
board	O
fresh	O
beef	O
for	O
the	O
Ships	O
Compney	O
.	O

16	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Tuesday	O
16	O
SSE	O
NE	O
Winds	O
from	O
SSE	O
to	O
NE	O
First	O
part	O
moderate	O
and	O
hazey	O
Middle	O
hard	O
squalls	O
with	O
rain	O
,	O
the	O
latter	O
moderate	O
and	O
fair	O
.	O

Received	O
on	O
board	O
a	O
supply	O
of	O
Bread	O
,	O
Beer	O
,	O
and	O
Water	O
.	O

A	O
Serg	O
:	O
t	O
,	O
Corpl	O
,	O
a	O
Drummer	O
,	O
and	O
Nine	O
Private	O
Marines	O
as	O
part	O
of	O
the	O
Complement	O
.	O

17	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Wednesday	O
17	O
SE	O
to	O
EBS	O
Little	O
wind	O
Easterly	O
and	O
hazey	O
weather	O
.	O

Sent	O
some	O
Cordage	O
to	O
the	O
Yard	O
in	O
order	O
to	O
be	O
exchanged	O
for	O
smaller	O
.	O

Several	O
Ship	O
wrights	O
and	O
Joiners	O
from	O
the	O
Yard	O
Employ	O
'd	O
on	O
board	O
refiting	O
the	O
gentlemens	O
Cabbins	O
,	O
and	O
making	O
a	O
Platform	O
over	O
the	O
Tiller	O
,	O
&	O
ca	PNM
.	O

18	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Thursday	O
18	O
Easterly	O
Little	O
wind	O
and	O
Clowdy	O
.	O

Struck	O
down	O
4	O
guns	O
into	O
the	O
hold	O
,	O
received	O
on	O
board	O
4	O
more	O
with	O
12	O
Barrels	O
of	O
Powder	O
and	O
several	O
other	O
stores	O
.	O

Shipwrights	O
and	O
Joiners	O
Empd	O
on	O
board	O
.	O

19	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Friday	O
19	O
NW	O
to	O
SW	O
Winds	O
from	O
NW	O
to	O
SW	O
Former	O
part	O
little	O
wind	O
with	O
rain	O
remainder	O
fair	O
weather	O
;	O
am	O
Read	O
to	O
the	O
Ships	O
Company	O
the	O
articles	O
of	O
War	O
and	O
the	O
Act	O
of	O
Parliament	PNM
,	O
they	O
likewise	O
were	O
paid	O
two	O
Months	O
Wages	O
in	O
advance	O
.	O

I	O
also	O
told	O
them	O
that	O
they	O
were	O
to	O
expect	O
any	O
additional	O
pay	O
for	O
the	O
performance	O
of	O
our	O
intended	O
Voyage	O
,	O
they	O
were	O
well	O
satisfied	O
,	O
and	O
express	O
'd	O
great	O
chearfullness	O
and	O
readyness	O
to	O
prosecute	O
the	O
Voyage	O
.	O

Received	O
on	O
board	O
another	O
supply	O
of	O
Provisions	O
,	O
Rum	O
,	O
ca	O
.	O

20	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Saturday	O
20	O
WSW	O
First	O
part	O
little	O
wind	O
with	O
rain	O
,	O
remainder	O
fresh	O
gales	O
at	O
WSW	O
and	O
thick	O
rainy	O
weather	O
.	O

Empd	O
making	O
ready	O
for	O
sea	O
.	O

21	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Sunday	O
21	O
SW	O
WSW	O
Winds	O
at	O
SWBW	O
Fresh	O
gales	O
and	O
Do	O
Weather	O
.	O

The	O
Shipwrights	O
having	O
finished	O
their	O
woork	O
,	O
intended	O
to	O
have	O
sail	O
'd	O
,	O
instead	O
of	O
which	O
was	O
oblig	O
'd	O
to	O
let	O
go	O
another	O
anchor	O
.	O

22	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Monday	O
22	O
SW	O
Fresh	O
Gales	O
,	O
with	O
heavy	O
squalls	O
of	O
Wind	O
at	O
SW	O
and	O
rain	O
all	O
this	O
24	O
hours	O
.	O

23	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Tuesday	O
23	O
WSW	O
Do	O
wea	O
:	O
r	O
Struck	O
yards	O
and	O
Topmasts	O
.	O

Anchor	O
'd	O
between	O
the	O
Island	O
and	O
the	O
Main	PNM
His	PNM
Majesty	PNM
's	PNM
Ship	PNM
Gibraltar	PNM
.	O

24	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Wednesday	O
24	O
Fresh	O
Gales	O
and	O
hazey	O
weather	O
.	O

AM	O
hove	O
up	O
the	O
Small	O
Bower	O
Anchor	O
and	O
got	O
up	O
yards	O
and	O
Topmasts	O
.	O

25	O
August	O
1768	O
Week	O
Days	O
Month	O
Days	O
Winds	O
Thursday	O
25	O
Winds	O
NBW	O
NWBW	O
Winds	O
from	O
W	O
to	O
NW	O
Moderate	O
&	O
Clowdy	O
weather	O
.	O

AM	O
received	O
on	O
board	O
a	O
Supply	O
of	O
Beer	O
&	O
Water	O
and	O
return	O
'd	O
all	O
our	O
empty	O
Casks	O
.	O

Loosed	O
the	O
Topsails	O
as	O
a	O
Sigl	O
for	O
sailing	O
.	O

26	O
August	O
1768	O
Week	O
Days	O
